Fecha,Hora,Auto_Nombre,Cant_Veh,dia,mes,anio
2021-03-04,7,AU 9 de Julio Sur,2732.5,3,3,2021
2021-03-04,7,AU Dellepiane,2407.0,3,3,2021
2021-03-04,8,AU 4  Lugones,7235.0,3,3,2021
2021-03-04,8,AU 5 Cantilo,5227.5,3,3,2021
2021-03-04,8,AU 9 de Julio Sur,3172.5,3,3,2021
2021-03-04,8,AU Dellepiane,2804.0,3,3,2021
2021-03-04,9,AU 4  Lugones,7235.0,3,3,2021
2021-03-04,9,AU 5 Cantilo,4826.5,3,3,2021
2021-03-04,9,AU 9 de Julio Sur,3103.5,3,3,2021
2021-03-04,9,AU Dellepiane,3127.0,3,3,2021
2021-03-04,10,AU 4  Lugones,7235.0,3,3,2021
2021-03-04,10,AU 5 Cantilo,5038.0,3,3,2021
2021-03-04,10,AU 9 de Julio Sur,3133.0,3,3,2021
2021-03-04,10,AU Dellepiane,3279.0,3,3,2021
2021-03-04,11,AU 4  Lugones,7093.0,3,3,2021
2021-03-04,11,AU 5 Cantilo,5438.5,3,3,2021
2021-03-04,11,AU 9 de Julio Sur,2468.5,3,3,2021
2021-03-04,11,AU Dellepiane,3425.0,3,3,2021
2021-03-04,12,AU 4  Lugones,7070.0,3,3,2021
2021-03-04,12,AU 5 Cantilo,5758.5,3,3,2021
2021-03-04,12,AU 9 de Julio Sur,2396.5,3,3,2021
2021-03-04,12,AU Dellepiane,3679.0,3,3,2021
2021-03-04,13,AU 4  Lugones,7006.0,3,3,2021
2021-03-04,13,AU 5 Cantilo,6085.0,3,3,2021
2021-03-04,13,AU 9 de Julio Sur,2551.5,3,3,2021
2021-03-04,13,AU Dellepiane,3538.0,3,3,2021
2021-03-04,14,AU 4  Lugones,6293.5,3,3,2021
2021-03-04,14,AU 5 Cantilo,6201.5,3,3,2021
2021-03-04,14,AU 9 de Julio Sur,3205.5,3,3,2021
2021-03-04,14,AU Dellepiane,3785.0,3,3,2021
2021-03-04,15,AU 4  Lugones,6216.0,3,3,2021
2021-03-04,15,AU 5 Cantilo,6772.0,3,3,2021
